"COUNTRY";"YEAR";"SPECIMEN";"GENDER";"ORIGIN";"AGEGROUP";"NUMSAMPLEDPATIENTS";"BATCHID"
"KOR";"2017";"URINE";"UNK";"CO";"01<04";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"UNK";"<1";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"HO";"<1";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"CO";"<1";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"UNK";"05<14";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"HO";"05<14";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"CO";"05<14";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"UNK";"15<24";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"HO";"15<24";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"CO";"15<24";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"UNK";"25<34";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"HO";"25<34";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"CO";"25<34";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"UNK";"35<44";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"HO";"35<44";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"CO";"35<44";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"UNK";"45<54";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"HO";"45<54";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"CO";"45<54";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"UNK";"55<64";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"HO";"55<64";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"CO";"55<64";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"UNK";"65<74";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"HO";"65<74";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"CO";"65<74";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"UNK";"75<84";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"HO";"75<84";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"CO";"75<84";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"UNK";"85<";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"HO";"85<";"0";"DS1"
"KOR";"2017";"URINE";"UNK";"CO";"85<";"0";"DS1"
"KOR";"2017";"STOOL";"M";"UNK";"UNK";"0";"DS1"
"KOR";"2017";"STOOL";"M";"HO";"UNK";"0";"DS1"
"KOR";"2017";"STOOL";"M";"CO";"UNK";"0";"DS1"
"KOR";"2017";"STOOL";"M";"UNK";"01<04";"0";"DS1"
"KOR";"2017";"STOOL";"M";"HO";"01<04";"65";"DS1"
"KOR";"2017";"STOOL";"M";"CO";"01<04";"759";"DS1"
"KOR";"2017";"STOOL";"M";"UNK";"<1";"0";"DS1"
"KOR";"2017";"STOOL";"M";"HO";"<1";"102";"DS1"
"KOR";"2017";"STOOL";"M";"CO";"<1";"1018";"DS1"
"KOR";"2017";"STOOL";"M";"UNK";"05<14";"0";"DS1"
"KOR";"2017";"STOOL";"M";"HO";"05<14";"63";"DS1"
"KOR";"2017";"STOOL";"M";"CO";"05<14";"541";"DS1"
"KOR";"2017";"STOOL";"M";"UNK";"15<24";"0";"DS1"
"KOR";"2017";"STOOL";"M";"HO";"15<24";"60";"DS1"
"KOR";"2017";"STOOL";"M";"CO";"15<24";"256";"DS1"
"KOR";"2017";"STOOL";"M";"UNK";"25<34";"0";"DS1"
"KOR";"2017";"STOOL";"M";"HO";"25<34";"68";"DS1"
"KOR";"2017";"STOOL";"M";"CO";"25<34";"246";"DS1"
"KOR";"2017";"STOOL";"M";"UNK";"35<44";"0";"DS1"
"KOR";"2017";"STOOL";"M";"HO";"35<44";"149";"DS1"
"KOR";"2017";"STOOL";"M";"CO";"35<44";"255";"DS1"
"KOR";"2017";"STOOL";"M";"UNK";"45<54";"0";"DS1"
"KOR";"2017";"STOOL";"M";"HO";"45<54";"373";"DS1"
"KOR";"2017";"STOOL";"M";"CO";"45<54";"286";"DS1"
"KOR";"2017";"STOOL";"M";"UNK";"55<64";"0";"DS1"
"KOR";"2017";"STOOL";"M";"HO";"55<64";"613";"DS1"
"KOR";"2017";"STOOL";"M";"CO";"55<64";"415";"DS1"
"KOR";"2017";"STOOL";"M";"UNK";"65<74";"0";"DS1"
"KOR";"2017";"STOOL";"M";"HO";"65<74";"677";"DS1"
"KOR";"2017";"STOOL";"M";"CO";"65<74";"404";"DS1"
"KOR";"2017";"STOOL";"M";"UNK";"75<84";"0";"DS1"
"KOR";"2017";"STOOL";"M";"HO";"75<84";"880";"DS1"
"KOR";"2017";"STOOL";"M";"CO";"75<84";"385";"DS1"
"KOR";"2017";"STOOL";"M";"UNK";"85<";"0";"DS1"
"KOR";"2017";"STOOL";"M";"HO";"85<";"216";"DS1"
"KOR";"2017";"STOOL";"M";"CO";"85<";"86";"DS1"
"KOR";"2017";"STOOL";"F";"UNK";"UNK";"0";"DS1"
"KOR";"2017";"STOOL";"F";"HO";"UNK";"0";"DS1"
"KOR";"2017";"STOOL";"F";"CO";"UNK";"0";"DS1"
"KOR";"2017";"STOOL";"F";"UNK";"01<04";"0";"DS1"
"KOR";"2017";"STOOL";"F";"HO";"01<04";"58";"DS1"
"KOR";"2017";"STOOL";"F";"CO";"01<04";"601";"DS1"
"KOR";"2017";"STOOL";"F";"UNK";"<1";"0";"DS1"
"KOR";"2017";"STOOL";"F";"HO";"<1";"95";"DS1"
"KOR";"2017";"STOOL";"F";"CO";"<1";"692";"DS1"
"KOR";"2017";"STOOL";"F";"UNK";"05<14";"0";"DS1"
"KOR";"2017";"STOOL";"F";"HO";"05<14";"68";"DS1"
"KOR";"2017";"STOOL";"F";"CO";"05<14";"444";"DS1"
"KOR";"2017";"STOOL";"F";"UNK";"15<24";"0";"DS1"
"KOR";"2017";"STOOL";"F";"HO";"15<24";"64";"DS1"
"KOR";"2017";"STOOL";"F";"CO";"15<24";"243";"DS1"
"KOR";"2017";"STOOL";"F";"UNK";"25<34";"0";"DS1"
"KOR";"2017";"STOOL";"F";"HO";"25<34";"94";"DS1"
"KOR";"2017";"STOOL";"F";"CO";"25<34";"281";"DS1"
"KOR";"2017";"STOOL";"F";"UNK";"35<44";"0";"DS1"
"KOR";"2017";"STOOL";"F";"HO";"35<44";"138";"DS1"
"KOR";"2017";"STOOL";"F";"CO";"35<44";"266";"DS1"
"KOR";"2017";"STOOL";"F";"UNK";"45<54";"0";"DS1"
"KOR";"2017";"STOOL";"F";"HO";"45<54";"211";"DS1"
"KOR";"2017";"STOOL";"F";"CO";"45<54";"434";"DS1"
"KOR";"2017";"STOOL";"F";"UNK";"55<64";"0";"DS1"
"KOR";"2017";"STOOL";"F";"HO";"55<64";"390";"DS1"
"KOR";"2017";"STOOL";"F";"CO";"55<64";"431";"DS1"
"KOR";"2017";"STOOL";"F";"UNK";"65<74";"0";"DS1"
"KOR";"2017";"STOOL";"F";"HO";"65<74";"601";"DS1"
"KOR";"2017";"STOOL";"F";"CO";"65<74";"353";"DS1"
"KOR";"2017";"STOOL";"F";"UNK";"75<84";"0";"DS1"
"KOR";"2017";"STOOL";"F";"HO";"75<84";"1054";"DS1"
"KOR";"2017";"STOOL";"F";"CO";"75<84";"469";"DS1"
"KOR";"2017";"STOOL";"F";"UNK";"85<";"0";"DS1"
"KOR";"2017";"STOOL";"F";"HO";"85<";"397";"DS1"
"KOR";"2017";"STOOL";"F";"CO";"85<";"156";"DS1"
"KOR";"2017";"STOOL";"UNK";"UNK";"UNK";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"HO";"UNK";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"CO";"UNK";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"UNK";"01<04";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"HO";"01<04";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"CO";"01<04";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"UNK";"<1";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"HO";"<1";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"CO";"<1";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"UNK";"05<14";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"HO";"05<14";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"CO";"05<14";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"UNK";"15<24";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"HO";"15<24";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"CO";"15<24";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"UNK";"25<34";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"HO";"25<34";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"CO";"25<34";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"UNK";"35<44";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"HO";"35<44";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"CO";"35<44";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"UNK";"45<54";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"HO";"45<54";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"CO";"45<54";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"UNK";"55<64";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"HO";"55<64";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"CO";"55<64";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"UNK";"65<74";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"HO";"65<74";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"CO";"65<74";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"UNK";"75<84";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"HO";"75<84";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"CO";"75<84";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"UNK";"85<";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"HO";"85<";"0";"DS1"
"KOR";"2017";"STOOL";"UNK";"CO";"85<";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"UNK";"UNK";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"HO";"UNK";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"CO";"UNK";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"UNK";"01<04";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"HO";"01<04";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"CO";"01<04";"1";"DS1"
"KOR";"2017";"GENITAL";"M";"UNK";"<1";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"HO";"<1";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"CO";"<1";"1";"DS1"
"KOR";"2017";"GENITAL";"M";"UNK";"05<14";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"HO";"05<14";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"CO";"05<14";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"UNK";"15<24";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"HO";"15<24";"1";"DS1"
"KOR";"2017";"GENITAL";"M";"CO";"15<24";"6";"DS1"
"KOR";"2017";"GENITAL";"M";"UNK";"25<34";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"HO";"25<34";"3";"DS1"
"KOR";"2017";"GENITAL";"M";"CO";"25<34";"11";"DS1"
"KOR";"2017";"GENITAL";"M";"UNK";"35<44";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"HO";"35<44";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"CO";"35<44";"12";"DS1"
"KOR";"2017";"GENITAL";"M";"UNK";"45<54";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"HO";"45<54";"2";"DS1"
"KOR";"2017";"GENITAL";"M";"CO";"45<54";"16";"DS1"
"KOR";"2017";"GENITAL";"M";"UNK";"55<64";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"HO";"55<64";"3";"DS1"
"KOR";"2017";"GENITAL";"M";"CO";"55<64";"12";"DS1"
"KOR";"2017";"GENITAL";"M";"UNK";"65<74";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"HO";"65<74";"2";"DS1"
"KOR";"2017";"GENITAL";"M";"CO";"65<74";"8";"DS1"
"KOR";"2017";"GENITAL";"M";"UNK";"75<84";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"HO";"75<84";"3";"DS1"
"KOR";"2017";"GENITAL";"M";"CO";"75<84";"2";"DS1"
"KOR";"2017";"GENITAL";"M";"UNK";"85<";"0";"DS1"
"KOR";"2017";"GENITAL";"M";"HO";"85<";"2";"DS1"
"KOR";"2017";"GENITAL";"M";"CO";"85<";"1";"DS1"
"KOR";"2017";"GENITAL";"F";"UNK";"UNK";"0";"DS1"
"KOR";"2017";"GENITAL";"F";"HO";"UNK";"0";"DS1"
"KOR";"2017";"GENITAL";"F";"CO";"UNK";"0";"DS1"
"KOR";"2017";"GENITAL";"F";"UNK";"01<04";"0";"DS1"
"KOR";"2017";"GENITAL";"F";"HO";"01<04";"0";"DS1"
"KOR";"2017";"GENITAL";"F";"CO";"01<04";"13";"DS1"
"KOR";"2017";"GENITAL";"F";"UNK";"<1";"0";"DS1"
"KOR";"2017";"GENITAL";"F";"HO";"<1";"2";"DS1"
"KOR";"2017";"GENITAL";"F";"CO";"<1";"1";"DS1"
"KOR";"2017";"GENITAL";"F";"UNK";"05<14";"0";"DS1"
"KOR";"2017";"GENITAL";"F";"HO";"05<14";"1";"DS1"
"KOR";"2017";"GENITAL";"F";"CO";"05<14";"12";"DS1"
"KOR";"2017";"GENITAL";"F";"UNK";"15<24";"0";"DS1"
"KOR";"2017";"GENITAL";"F";"HO";"15<24";"22";"DS1"
"KOR";"2017";"GENITAL";"F";"CO";"15<24";"477";"DS1"
"KOR";"2017";"GENITAL";"F";"UNK";"25<34";"0";"DS1"
"KOR";"2017";"GENITAL";"F";"HO";"25<34";"77";"DS1"
"KOR";"2017";"GENITAL";"F";"CO";"25<34";"1530";"DS1"
"KOR";"2017";"GENITAL";"F";"UNK";"35<44";"0";"DS1"
"KOR";"2017";"GENITAL";"F";"HO";"35<44";"88";"DS1"
"KOR";"2017";"GENITAL";"F";"CO";"35<44";"1338";"DS1"
"KOR";"2017";"GENITAL";"F";"UNK";"45<54";"0";"DS1"
"KOR";"2017";"GENITAL";"F";"HO";"45<54";"41";"DS1"
"KOR";"2017";"GENITAL";"F";"CO";"45<54";"805";"DS1"
"KOR";"2017";"GENITAL";"F";"UNK";"55<64";"0";"DS1"
"KOR";"2017";"GENITAL";"F";"HO";"55<64";"22";"DS1"
"KOR";"2017";"GENITAL";"F";"CO";"55<64";"337";"DS1"
"KOR";"2017";"GENITAL";"F";"UNK";"65<74";"0";"DS1"
"KOR";"2017";"GENITAL";"F";"HO";"65<74";"31";"DS1"
"KOR";"2017";"GENITAL";"F";"CO";"65<74";"139";"DS1"
"KOR";"2017";"GENITAL";"F";"UNK";"75<84";"0";"DS1"
"KOR";"2017";"GENITAL";"F";"HO";"75<84";"22";"DS1"
"KOR";"2017";"GENITAL";"F";"CO";"75<84";"91";"DS1"
"KOR";"2017";"GENITAL";"F";"UNK";"85<";"0";"DS1"
"KOR";"2017";"GENITAL";"F";"HO";"85<";"9";"DS1"
"KOR";"2017";"GENITAL";"F";"CO";"85<";"21";"DS1"
"KOR";"2017";"GENITAL";"UNK";"UNK";"UNK";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"HO";"UNK";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"CO";"UNK";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"UNK";"01<04";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"HO";"01<04";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"CO";"01<04";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"UNK";"<1";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"HO";"<1";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"CO";"<1";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"UNK";"05<14";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"HO";"05<14";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"CO";"05<14";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"UNK";"15<24";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"HO";"15<24";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"CO";"15<24";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"UNK";"25<34";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"HO";"25<34";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"CO";"25<34";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"UNK";"35<44";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"HO";"35<44";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"CO";"35<44";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"UNK";"45<54";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"HO";"45<54";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"CO";"45<54";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"UNK";"55<64";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"HO";"55<64";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"CO";"55<64";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"UNK";"65<74";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"HO";"65<74";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"CO";"65<74";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"UNK";"75<84";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"HO";"75<84";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"CO";"75<84";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"UNK";"85<";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"HO";"85<";"0";"DS1"
"KOR";"2017";"GENITAL";"UNK";"CO";"85<";"0";"DS1"
"UGA";"2017";"GENITAL";"M";"UNK";"UNK";"25";"DS1"
"UGA";"2017";"GENITAL";"M";"UNK";"15<24";"243";"DS1"
"UGA";"2017";"GENITAL";"M";"UNK";"25<34";"211";"DS1"
"UGA";"2017";"GENITAL";"M";"UNK";"35<44";"62";"DS1"
"UGA";"2017";"GENITAL";"M";"UNK";"45<54";"16";"DS1"
"DEU";"2017";"BLOOD";"M";"UNK";"UNK";"";"DS1"
"DEU";"2017";"BLOOD";"M";"UNK";"01<04";"";"DS1"
"DEU";"2017";"BLOOD";"M";"UNK";"<1";"";"DS1"
"DEU";"2017";"BLOOD";"M";"UNK";"05<14";"";"DS1"
"DEU";"2017";"BLOOD";"M";"UNK";"15<24";"";"DS1"
"DEU";"2017";"BLOOD";"M";"UNK";"25<34";"";"DS1"
"DEU";"2017";"BLOOD";"M";"UNK";"35<44";"";"DS1"
"DEU";"2017";"BLOOD";"M";"UNK";"45<54";"";"DS1"
"DEU";"2017";"BLOOD";"M";"UNK";"55<64";"";"DS1"
"DEU";"2017";"BLOOD";"M";"UNK";"65<74";"";"DS1"
"DEU";"2017";"BLOOD";"M";"UNK";"75<84";"";"DS1"
"DEU";"2017";"BLOOD";"M";"UNK";"85<";"";"DS1"
"DEU";"2017";"BLOOD";"F";"UNK";"UNK";"";"DS1"
"DEU";"2017";"BLOOD";"F";"UNK";"01<04";"";"DS1"
"DEU";"2017";"BLOOD";"F";"UNK";"<1";"";"DS1"
"DEU";"2017";"BLOOD";"F";"UNK";"05<14";"";"DS1"
"DEU";"2017";"BLOOD";"F";"UNK";"15<24";"";"DS1"
"DEU";"2017";"BLOOD";"F";"UNK";"25<34";"";"DS1"
"DEU";"2017";"BLOOD";"F";"UNK";"35<44";"";"DS1"
"DEU";"2017";"BLOOD";"F";"UNK";"45<54";"";"DS1"
"DEU";"2017";"BLOOD";"F";"UNK";"55<64";"";"DS1"
"DEU";"2017";"BLOOD";"F";"UNK";"65<74";"";"DS1"
"DEU";"2017";"BLOOD";"F";"UNK";"75<84";"";"DS1"
"DEU";"2017";"BLOOD";"F";"UNK";"85<";"";"DS1"
"DEU";"2017";"BLOOD";"O";"UNK";"UNK";"";"DS1"
"DEU";"2017";"BLOOD";"O";"UNK";"01<04";"";"DS1"
"DEU";"2017";"BLOOD";"O";"UNK";"<1";"";"DS1"
"DEU";"2017";"BLOOD";"O";"UNK";"05<14";"";"DS1"
"DEU";"2017";"BLOOD";"O";"UNK";"15<24";"";"DS1"
"DEU";"2017";"BLOOD";"O";"UNK";"25<34";"";"DS1"
"DEU";"2017";"BLOOD";"O";"UNK";"35<44";"";"DS1"
"DEU";"2017";"BLOOD";"O";"UNK";"45<54";"";"DS1"
"DEU";"2017";"BLOOD";"O";"UNK";"55<64";"";"DS1"
"DEU";"2017";"BLOOD";"O";"UNK";"65<74";"";"DS1"
"DEU";"2017";"BLOOD";"O";"UNK";"75<84";"";"DS1"
"DEU";"2017";"BLOOD";"O";"UNK";"85<";"";"DS1"
"LBN";"2017";"BLOOD";"M";"UNK";"UNK";"279";"DS1"
"LBN";"2017";"BLOOD";"F";"UNK";"UNK";"159";"DS1"
"LBN";"2017";"URINE";"M";"UNK";"UNK";"151";"DS1"
"LBN";"2017";"URINE";"F";"UNK";"UNK";"218";"DS1"
"LBN";"2017";"URINE";"UNK";"UNK";"UNK";"21";"DS1"
"LBN";"2017";"BLOOD";"UNK";"UNK";"UNK";"2";"DS1"
"LBN";"2017";"STOOL";"M";"UNK";"UNK";"8";"DS1"
"LBN";"2017";"STOOL";"F";"UNK";"UNK";"2";"DS1"
"LBN";"2017";"GENITAL";"M";"UNK";"UNK";"4";"DS1"
"LBN";"2017";"GENITAL";"F";"UNK";"UNK";"2";"DS1"
"LBN";"2017";"GENITAL";"UNK";"UNK";"UNK";"1";"DS1"
"LBN";"2017";"BLOOD";"M";"UNK";"<1";"604";"DS5"
"LBN";"2017";"BLOOD";"M";"UNK";"35<44";"50";"DS5"
"LBN";"2017";"BLOOD";"M";"UNK";"45<54";"39";"DS5"
"LBN";"2017";"BLOOD";"F";"UNK";"65<74";"52";"DS5"
"LBN";"2017";"BLOOD";"F";"UNK";"75<84";"46";"DS5"
"LBN";"2017";"BLOOD";"UNK";"UNK";"UNK";"19";"DS5"
"LBN";"2017";"URINE";"M";"UNK";"01<04";"353";"DS5"
"LBN";"2017";"URINE";"M";"UNK";"<1";"277";"DS5"
"LBN";"2017";"URINE";"M";"UNK";"05<14";"236";"DS5"
"LBN";"2017";"URINE";"M";"UNK";"35<44";"104";"DS5"
"LBN";"2017";"URINE";"M";"UNK";"45<54";"132";"DS5"
"LBN";"2017";"URINE";"M";"UNK";"55<64";"146";"DS5"
"LBN";"2017";"URINE";"M";"UNK";"65<74";"152";"DS5"
"LBN";"2017";"URINE";"M";"UNK";"75<84";"145";"DS5"
"LBN";"2017";"URINE";"M";"UNK";"85<";"63";"DS5"
"LBN";"2017";"URINE";"F";"UNK";"01<04";"323";"DS5"
"LBN";"2017";"URINE";"F";"UNK";"<1";"189";"DS5"
"LBN";"2017";"URINE";"F";"UNK";"05<14";"248";"DS5"
"LBN";"2017";"URINE";"F";"UNK";"15<24";"219";"DS5"
"LBN";"2017";"URINE";"F";"UNK";"25<34";"284";"DS5"
"LBN";"2017";"URINE";"F";"UNK";"35<44";"164";"DS5"
"LBN";"2017";"URINE";"F";"UNK";"45<54";"202";"DS5"
"LBN";"2017";"URINE";"F";"UNK";"55<64";"128";"DS5"
"LBN";"2017";"URINE";"F";"UNK";"65<74";"174";"DS5"
"LBN";"2017";"URINE";"F";"UNK";"75<84";"169";"DS5"
"LBN";"2017";"URINE";"F";"UNK";"85<";"78";"DS5"
"LBN";"2017";"URINE";"UNK";"UNK";"UNK";"251";"DS5"
"LBN";"2017";"STOOL";"M";"UNK";"01<04";"361";"DS5"
"LBN";"2017";"BLOOD";"M";"UNK";"01<04";"298";"DS5"
"LBN";"2017";"BLOOD";"M";"UNK";"05<14";"119";"DS5"
"LBN";"2017";"BLOOD";"M";"UNK";"15<24";"44";"DS5"
"LBN";"2017";"BLOOD";"M";"UNK";"25<34";"42";"DS5"
"LBN";"2017";"BLOOD";"M";"UNK";"55<64";"56";"DS5"
"LBN";"2017";"BLOOD";"M";"UNK";"65<74";"53";"DS5"
"LBN";"2017";"BLOOD";"M";"UNK";"75<84";"44";"DS5"
"LBN";"2017";"BLOOD";"M";"UNK";"85<";"18";"DS5"
"LBN";"2017";"BLOOD";"F";"UNK";"01<04";"233";"DS5"
"LBN";"2017";"BLOOD";"F";"UNK";"<1";"433";"DS5"
"LBN";"2017";"BLOOD";"F";"UNK";"05<14";"79";"DS5"
"LBN";"2017";"BLOOD";"F";"UNK";"15<24";"32";"DS5"
"LBN";"2017";"BLOOD";"F";"UNK";"25<34";"30";"DS5"
"LBN";"2017";"BLOOD";"F";"UNK";"35<44";"19";"DS5"
"LBN";"2017";"BLOOD";"F";"UNK";"45<54";"32";"DS5"
"LBN";"2017";"BLOOD";"F";"UNK";"55<64";"42";"DS5"
"LBN";"2017";"BLOOD";"F";"UNK";"85<";"25";"DS5"
"LBN";"2017";"URINE";"M";"UNK";"15<24";"65";"DS5"
"LBN";"2017";"URINE";"M";"UNK";"25<34";"85";"DS5"
"LBN";"2017";"STOOL";"M";"UNK";"<1";"316";"DS5"
"LBN";"2017";"STOOL";"M";"UNK";"05<14";"161";"DS5"
"LBN";"2017";"STOOL";"M";"UNK";"15<24";"15";"DS5"
"LBN";"2017";"STOOL";"M";"UNK";"25<34";"21";"DS5"
"LBN";"2017";"STOOL";"M";"UNK";"35<44";"12";"DS5"
"LBN";"2017";"STOOL";"M";"UNK";"45<54";"13";"DS5"
"LBN";"2017";"STOOL";"M";"UNK";"55<64";"13";"DS5"
"LBN";"2017";"STOOL";"M";"UNK";"65<74";"14";"DS5"
"LBN";"2017";"STOOL";"M";"UNK";"75<84";"15";"DS5"
"LBN";"2017";"STOOL";"M";"UNK";"85<";"3";"DS5"
"LBN";"2017";"STOOL";"F";"UNK";"01<04";"296";"DS5"
"LBN";"2017";"STOOL";"F";"UNK";"<1";"254";"DS5"
"LBN";"2017";"STOOL";"F";"UNK";"05<14";"122";"DS5"
"LBN";"2017";"STOOL";"F";"UNK";"15<24";"23";"DS5"
"LBN";"2017";"STOOL";"F";"UNK";"25<34";"21";"DS5"
"LBN";"2017";"STOOL";"F";"UNK";"35<44";"21";"DS5"
"LBN";"2017";"STOOL";"F";"UNK";"45<54";"24";"DS5"
"LBN";"2017";"STOOL";"F";"UNK";"55<64";"13";"DS5"
"LBN";"2017";"STOOL";"F";"UNK";"65<74";"16";"DS5"
"LBN";"2017";"STOOL";"F";"UNK";"75<84";"18";"DS5"
"LBN";"2017";"STOOL";"F";"UNK";"85<";"9";"DS5"
"LBN";"2017";"STOOL";"UNK";"UNK";"UNK";"7";"DS5"
"UGA";"2017";"BLOOD";"M";"UNK";"01<04";"569";"DS1"
"UGA";"2017";"BLOOD";"M";"UNK";"<1";"346";"DS1"
"UGA";"2017";"BLOOD";"M";"UNK";"05<14";"183";"DS1"
"UGA";"2017";"BLOOD";"F";"UNK";"UNK";"14";"DS1"
"UGA";"2017";"BLOOD";"F";"UNK";"01<04";"447";"DS1"
"UGA";"2017";"BLOOD";"F";"UNK";"<1";"279";"DS1"
